intertidal_sitename,site_code,survey_rep,year,month,day,section,transect,location,zone_code,final_classification,count
Bodega,14,5,2012,11,13,2,30,23.9,4,littorina keenae,4
Bodega,14,5,2012,11,13,2,30,23.9,4,littorina spp,32
Bodega,14,5,2012,11,13,2,30,23.9,4,nucella emarginata; nucella ostrina,2
Bodega,14,5,2012,11,13,2,30,23.9,4,pagurus hirsutiusculus,2
Bodega,14,5,2012,11,13,2,30,23.9,4,tegula funebralis,29
Bodega,14,5,2012,11,13,2,30,42.3,8,lacuna spp,88
Bodega,14,5,2012,11,13,2,30,42.3,8,lirularia spp; margarites spp,1
Bodega,14,5,2012,11,13,2,30,42.3,8,pachycheles spp,1
Bodega,14,5,2012,11,13,2,30,42.3,8,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,0,2.1,1,littorina keenae,44
Bodega,14,7,2017,7,25,1,0,12.6,4,nucella emarginata; nucella ostrina,1
Bodega,14,7,2017,7,25,1,0,16.3,8,nucella emarginata; nucella ostrina,1
Bodega,14,7,2017,7,25,1,0,16.3,8,petrolisthes spp,1
Bodega,14,7,2017,7,25,1,0,16.3,8,tegula funebralis,3
Bodega,14,7,2017,7,25,1,3,2.8,1,littorina keenae,7
Bodega,14,7,2017,7,25,1,3,2.8,1,littorina plena; littorina scutulata,42
Bodega,14,7,2017,7,25,1,3,11.8,4,nucella emarginata; nucella ostrina,2
Bodega,14,7,2017,7,25,1,3,11.8,4,pachygrapsus crassipes,4
Bodega,14,7,2017,7,25,1,3,11.8,4,tegula funebralis,6
Bodega,14,7,2017,7,25,1,3,19.3,8,nucella canaliculata,2
Bodega,14,7,2017,7,25,1,3,19.3,8,pisaster ochraceus,2
Bodega,14,7,2017,7,25,1,3,19.3,8,tegula funebralis,1
Bodega,14,7,2017,7,25,1,6,0.1,1,littorina keenae,3
Bodega,14,7,2017,7,25,1,6,0.1,1,littorina plena; littorina scutulata,40
Bodega,14,7,2017,7,25,1,6,0.1,1,tegula funebralis,5
Bodega,14,7,2017,7,25,1,6,8.8,4,pachygrapsus crassipes,1
Bodega,14,7,2017,7,25,1,6,8.8,4,tegula funebralis,76
Bodega,14,7,2017,7,25,1,6,18.7,8,nucella canaliculata,1
Bodega,14,7,2017,7,25,1,6,18.7,8,petrolisthes spp,1
Bodega,14,7,2017,7,25,1,6,18.7,8,pisaster ochraceus,2
Bodega,14,7,2017,7,25,1,6,18.7,8,tegula funebralis,10
Bodega,14,7,2017,7,25,1,9,1.7,1,littorina keenae,29
Bodega,14,7,2017,7,25,1,9,1.7,1,littorina plena; littorina scutulata,23
Bodega,14,7,2017,7,25,1,9,22.2,8,lacuna spp,52
Bodega,14,7,2017,7,25,1,9,22.2,8,nucella canaliculata,1
Bodega,14,7,2017,7,25,1,9,22.2,8,nucella emarginata; nucella ostrina,1
Bodega,14,7,2017,7,25,1,12,3.3,1,littorina plena; littorina scutulata,44
Bodega,14,7,2017,7,25,1,12,9.2,4,littorina plena; littorina scutulata,112
Bodega,14,7,2017,7,25,1,12,25.7,8,tegula funebralis,2
Bodega,14,7,2017,7,25,1,14,2.6,1,littorina plena; littorina scutulata,92
Bodega,14,7,2017,7,25,1,14,2.6,1,tegula funebralis,1
Bodega,14,7,2017,7,25,1,14,9.1,4,nucella emarginata; nucella ostrina,1
Bodega,14,7,2017,7,25,1,14,9.1,4,pachygrapsus crassipes,2
Bodega,14,7,2017,7,25,1,14,9.1,4,tegula funebralis,18
Bodega,14,7,2017,7,25,1,14,24.3,8,nucella emarginata; nucella ostrina,1
Bodega,14,7,2017,7,25,1,14,24.3,8,petrolisthes spp,1
Bodega,14,7,2017,7,25,1,14,24.3,8,pisaster ochraceus,3
Bodega,14,7,2017,7,25,1,14,24.3,8,tegula funebralis,1
Bodega,14,7,2017,7,25,2,18,0.9,1,littorina keenae,10
Bodega,14,7,2017,7,25,2,18,0.9,1,littorina plena; littorina scutulata,90
Bodega,14,7,2017,7,25,2,18,7.7,4,littorina plena; littorina scutulata,1
Bodega,14,7,2017,7,25,2,18,7.7,4,nucella emarginata; nucella ostrina,3
Bodega,14,7,2017,7,25,2,18,7.7,4,pachygrapsus crassipes,1
Bodega,14,7,2017,7,25,2,18,7.7,4,pagurus samuelis,1
Bodega,14,7,2017,7,25,2,18,7.7,4,tegula funebralis,5
Bodega,14,7,2017,7,25,2,18,36.6,8,nucella canaliculata,2
Bodega,14,7,2017,7,25,2,21,2.5,1,littorina keenae,3
Bodega,14,7,2017,7,25,2,21,2.5,1,littorina plena; littorina scutulata,1312
Bodega,14,7,2017,7,25,2,21,39.4,8,nucella emarginata; nucella ostrina,1
Bodega,14,7,2017,7,25,2,24,0,4,hemigrapsus nudus,1
Bodega,14,7,2017,7,25,2,24,0,4,littorina plena; littorina scutulata,22
Bodega,14,7,2017,7,25,2,24,0,4,nucella emarginata; nucella ostrina,11
Bodega,14,7,2017,7,25,2,24,0,4,pachygrapsus crassipes,1
Bodega,14,7,2017,7,25,2,24,0,4,tegula funebralis,7
Bodega,14,7,2017,7,25,2,24,2.7,1,littorina plena; littorina scutulata,1224
Bodega,14,7,2017,7,25,2,27,4.3,1,littorina plena; littorina scutulata,2240
Bodega,14,7,2017,7,25,2,27,23.9,4,littorina plena; littorina scutulata,168
Bodega,14,7,2017,7,25,2,27,23.9,4,nucella emarginata; nucella ostrina,20
Bodega,14,7,2017,7,25,2,27,23.9,4,tegula funebralis,1
Bodega,14,7,2017,7,25,2,27,30.7,8,alia spp,1
Bodega,14,7,2017,7,25,2,27,30.7,8,lirularia spp; margarites spp,1
Bodega,14,7,2017,7,25,2,30,0.9,1,littorina keenae,96
Bodega,14,7,2017,7,25,2,30,0.9,1,littorina plena; littorina scutulata,384
Bodega,14,7,2017,7,25,2,30,26.2,4,nucella emarginata; nucella ostrina,1
Bodega,14,7,2017,7,25,2,30,26.2,4,pachygrapsus crassipes,4
Bodega,14,7,2017,7,25,2,30,26.2,4,tegula funebralis,2
Bodega,14,7,2017,7,25,2,30,42.7,8,oedignathus inermis,1
Bodega,14,7,2017,7,25,2,30,42.7,8,pachycheles spp,1
Bodega,14,7,2017,7,25,2,30,42.7,8,tegula brunnea,1
Bodega,14,10,2020,6,24,1,0,3.6,1,littorina keenae,17
Bodega,14,10,2020,6,24,1,0,3.6,1,tegula funebralis,6
Bodega,14,10,2020,6,24,1,0,6.9,4,nucella emarginata; nucella ostrina,2
Bodega,14,10,2020,6,24,1,0,6.9,4,pachygrapsus crassipes,3
Bodega,14,10,2020,6,24,1,0,18.65,8,lacuna spp,24
Bodega,14,10,2020,6,24,1,0,18.65,8,petrolisthes spp,2
Bodega,14,10,2020,6,24,1,0,18.65,8,pisaster ochraceus,2
Bodega,14,10,2020,6,24,1,0,18.65,8,pugettia gracilis; pugettia richii,3
Bodega,14,10,2020,6,24,1,0,18.65,8,tegula funebralis,1
Bodega,14,10,2020,6,24,1,6,0.3,1,littorina keenae,28
Bodega,14,10,2020,6,24,1,6,0.3,1,littorina plena; littorina scutulata,8
Bodega,14,10,2020,6,24,1,6,9.6,4,littorina plena; littorina scutulata,1
Bodega,14,10,2020,6,24,1,6,9.6,4,pachygrapsus crassipes,3
Bodega,14,10,2020,6,24,1,6,21.2,8,nucella canaliculata,1
Bodega,14,10,2020,6,24,1,6,21.2,8,nucella emarginata; nucella ostrina,2
Bodega,14,10,2020,6,24,1,12,4.2,1,littorina keenae,18
Bodega,14,10,2020,6,24,1,12,4.2,1,littorina plena; littorina scutulata,18
Bodega,14,10,2020,6,24,1,12,4.2,1,tegula funebralis,1
Bodega,14,10,2020,6,24,1,12,7.2,4,littorina plena; littorina scutulata,16
Bodega,14,10,2020,6,24,1,12,7.2,4,pachygrapsus crassipes,3
Bodega,14,10,2020,6,24,1,12,7.2,4,tegula funebralis,7
Bodega,14,10,2020,6,24,1,12,24.8,8,littorina plena; littorina scutulata,3
Bodega,14,10,2020,6,24,1,12,24.8,8,nucella emarginata; nucella ostrina,1
Bodega,14,10,2020,6,24,1,12,24.8,8,tegula funebralis,1
Bodega,14,10,2020,6,24,2,18,3.3,1,littorina spp,1968
Bodega,14,10,2020,6,24,2,18,5.7,4,nucella canaliculata,1
Bodega,14,10,2020,6,24,2,18,5.7,4,nucella emarginata; nucella ostrina,1
Bodega,14,10,2020,6,24,2,18,5.7,4,pachycheles spp,1
Bodega,14,10,2020,6,24,2,18,5.7,4,pachygrapsus crassipes,3
Bodega,14,10,2020,6,24,2,18,5.7,4,petrolisthes spp,2
Bodega,14,10,2020,6,24,2,18,5.7,4,tegula funebralis,68
Bodega,14,10,2020,6,24,2,18,30.8,8,amphissa columbiana,3
Bodega,14,10,2020,6,24,2,18,30.8,8,cancer spp,1
Bodega,14,10,2020,6,24,2,18,30.8,8,littorina plena; littorina scutulata,4
Bodega,14,10,2020,6,24,2,18,30.8,8,pisaster ochraceus,3
Bodega,14,10,2020,6,24,2,18,30.8,8,pugettia gracilis; pugettia richii,1
Bodega,14,10,2020,6,24,2,18,30.8,8,pugettia producta,2
Bodega,14,10,2020,6,24,2,18,30.8,8,tegula funebralis,1
Bodega,14,10,2020,6,24,2,24,35.7,4,nucella canaliculata,4
Bodega,14,10,2020,6,24,2,24,35.7,4,nucella emarginata; nucella ostrina,22
Bodega,14,10,2020,6,24,2,24,42,8,amphissa columbiana,2
Bodega,14,10,2020,6,24,2,24,42,8,nucella canaliculata,7
Bodega,14,10,2020,6,24,2,24,42,8,petrolisthes spp,1
Bodega,14,10,2020,6,24,2,24,42,8,pisaster ochraceus,8
Bodega,14,10,2020,6,24,2,24,42,8,tegula funebralis,1
Bodega,14,10,2020,6,24,2,24,,1,littorina keenae,13
Bodega,14,10,2020,6,24,2,24,,1,littorina plena; littorina scutulata,200
Bodega,14,10,2020,6,24,2,30,0.7,1,littorina keenae,1
Bodega,14,10,2020,6,24,2,30,0.7,1,littorina plena; littorina scutulata,5
Bodega,14,10,2020,6,24,2,30,0.7,1,littorina spp,271
Bodega,14,10,2020,6,24,2,30,23.5,4,littorina plena; littorina scutulata,6
Bodega,14,10,2020,6,24,2,30,23.5,4,pachygrapsus crassipes,5
Bodega,14,10,2020,6,24,2,30,23.5,4,tegula funebralis,3
Bodega,14,10,2020,6,24,2,30,41.2,8,nucella canaliculata,40
Bodega,14,10,2020,6,24,2,30,41.2,8,nucella emarginata; nucella ostrina,36
Bodega,14,10,2020,6,24,2,30,41.2,8,oedignathus inermis,1
Bodega,14,10,2020,6,24,2,30,41.2,8,petrolisthes spp,4
Bodega,14,10,2020,6,24,2,30,41.2,8,pisaster ochraceus,2
Lompoc Landing,60,1,2007,3,19,1,0,0.8,1,littorina keenae,41
Lompoc Landing,60,1,2007,3,19,1,0,9.8,4,nucella emarginata; nucella ostrina,16
Lompoc Landing,60,1,2007,3,19,1,0,9.8,4,pachygrapsus crassipes,1
Lompoc Landing,60,1,2007,3,19,1,0,16.8,8,pisaster ochraceus,3
Lompoc Landing,60,1,2007,3,19,1,3,1.6,1,littorina keenae,59
Lompoc Landing,60,1,2007,3,19,1,3,8.2,4,littorina plena; littorina scutulata,2
Lompoc Landing,60,1,2007,3,19,1,3,8.2,4,littorina spp,3
Lompoc Landing,60,1,2007,3,19,1,3,8.2,4,nucella emarginata; nucella ostrina,9
Lompoc Landing,60,1,2007,3,19,1,3,14,8,nucella emarginata; nucella ostrina,7
Lompoc Landing,60,1,2007,3,19,1,3,14,8,pisaster ochraceus,2
Lompoc Landing,60,1,2007,3,19,1,6,0.6,1,littorina keenae,24
Lompoc Landing,60,1,2007,3,19,1,6,0.6,1,littorina plena; littorina scutulata,2
Lompoc Landing,60,1,2007,3,19,1,6,5.4,4,nucella emarginata; nucella ostrina,1
Lompoc Landing,60,1,2007,3,19,1,6,5.4,4,tegula funebralis,7
Lompoc Landing,60,1,2007,3,19,1,6,14.9,8,nucella emarginata; nucella ostrina,7
Lompoc Landing,60,1,2007,3,19,1,6,14.9,8,pisaster ochraceus,1
Lompoc Landing,60,1,2007,3,19,1,9,2,1,littorina keenae,5
Lompoc Landing,60,1,2007,3,19,1,9,2,1,littorina plena; littorina scutulata,3
Lompoc Landing,60,1,2007,3,19,1,9,19.8,8,pisaster ochraceus,8
Lompoc Landing,60,1,2007,3,19,1,9,19.9,4,nucella emarginata; nucella ostrina,3
Lompoc Landing,60,1,2007,3,19,1,9,19.9,4,tegula funebralis,2
Lompoc Landing,60,1,2007,3,19,1,12,1,1,littorina keenae,1
Lompoc Landing,60,1,2007,3,19,1,12,1,1,littorina plena; littorina scutulata,21
Lompoc Landing,60,1,2007,3,19,1,12,1,1,littorina spp,1
Lompoc Landing,60,1,2007,3,19,1,12,1,1,nucella emarginata; nucella ostrina,1
Lompoc Landing,60,1,2007,3,19,1,12,1,1,tegula funebralis,25
Lompoc Landing,60,1,2007,3,19,1,12,8.2,4,littorina plena; littorina scutulata,1
Lompoc Landing,60,1,2007,3,19,1,12,8.2,4,nucella emarginata; nucella ostrina,3
Lompoc Landing,60,1,2007,3,19,1,12,8.2,4,tegula funebralis,7
Lompoc Landing,60,1,2007,3,19,1,12,18.6,8,pisaster ochraceus,1
Lompoc Landing,60,1,2007,3,19,1,15,1.8,1,littorina keenae,6
Lompoc Landing,60,1,2007,3,19,1,15,1.8,1,littorina plena; littorina scutulata,7
Lompoc Landing,60,1,2007,3,19,1,15,1.8,1,littorina spp,20
Lompoc Landing,60,1,2007,3,19,1,15,10.9,4,tegula funebralis,1
Lompoc Landing,60,1,2007,3,19,1,15,15,8,nucella emarginata; nucella ostrina,1
Lompoc Landing,60,1,2007,3,19,1,18,3.2,1,littorina keenae,1
Lompoc Landing,60,1,2007,3,19,1,18,3.2,1,littorina plena; littorina scutulata,4
Lompoc Landing,60,1,2007,3,19,1,18,3.2,1,littorina spp,7
Lompoc Landing,60,1,2007,3,19,1,18,11.3,4,nucella emarginata; nucella ostrina,2
Lompoc Landing,60,1,2007,3,19,1,18,11.3,4,tegula funebralis,1
Lompoc Landing,60,1,2007,3,19,1,18,14.8,8,nucella emarginata; nucella ostrina,11
Lompoc Landing,60,1,2007,3,19,1,18,14.8,8,tegula funebralis,1
Lompoc Landing,60,1,2007,3,19,1,21,2,1,littorina keenae,37
Lompoc Landing,60,1,2007,3,19,1,21,2,1,littorina plena; littorina scutulata,3
Lompoc Landing,60,1,2007,3,19,1,21,2,1,littorina spp,3
Lompoc Landing,60,1,2007,3,19,1,21,9.5,4,nucella emarginata; nucella ostrina,1
Lompoc Landing,60,1,2007,3,19,1,21,9.5,4,pagurus samuelis,2
Lompoc Landing,60,1,2007,3,19,1,21,9.5,4,tegula funebralis,12
Lompoc Landing,60,1,2007,3,19,1,21,15.9,8,pisaster ochraceus,1
Lompoc Landing,60,1,2007,3,19,1,24,2.6,1,littorina keenae,15
Lompoc Landing,60,1,2007,3,19,1,24,2.6,1,littorina plena; littorina scutulata,3
Lompoc Landing,60,1,2007,3,19,1,24,2.6,1,littorina spp,2
Lompoc Landing,60,1,2007,3,19,1,24,6.6,4,nucella emarginata; nucella ostrina,5
Lompoc Landing,60,1,2007,3,19,1,24,6.6,4,pachygrapsus crassipes,1
Lompoc Landing,60,1,2007,3,19,1,24,6.6,4,tegula funebralis,9
Lompoc Landing,60,1,2007,3,19,1,24,17.2,8,nucella emarginata; nucella ostrina,10
Lompoc Landing,60,1,2007,3,19,1,27,2.8,1,littorina keenae,1
Lompoc Landing,60,1,2007,3,19,1,27,2.8,1,littorina plena; littorina scutulata,11
Lompoc Landing,60,1,2007,3,19,1,27,2.8,1,littorina spp,4
Lompoc Landing,60,1,2007,3,19,1,27,9.6,4,littorina plena; littorina scutulata,1
Lompoc Landing,60,1,2007,3,19,1,27,9.6,4,nucella emarginata; nucella ostrina,2
Lompoc Landing,60,1,2007,3,19,1,27,9.6,4,tegula funebralis,5
Lompoc Landing,60,1,2007,3,19,1,27,19,8,nucella emarginata; nucella ostrina,1
Lompoc Landing,60,1,2007,3,19,1,30,0.8,1,littorina keenae,1
Lompoc Landing,60,1,2007,3,19,1,30,0.8,1,littorina plena; littorina scutulata,15
Lompoc Landing,60,1,2007,3,19,1,30,4.9,4,tegula funebralis,20
Lompoc Landing,60,1,2007,3,19,1,30,16.9,8,nucella emarginata; nucella ostrina,1
Lompoc Landing,60,1,2007,3,19,1,30,16.9,8,pisaster ochraceus,1
Alegria,38,1,2001,5,26,1,0,12,4,acanthinucella spp,4
Alegria,38,1,2001,5,26,1,0,12,4,tegula funebralis,3
Alegria,38,1,2001,5,26,1,0,32.6,8,epitonium tinctum,7
Alegria,38,1,2001,5,26,1,0,32.6,8,pachygrapsus crassipes,3
Alegria,38,1,2001,5,26,1,0,32.6,8,pagurus hirsutiusculus,2
Alegria,38,1,2001,5,26,1,0,32.6,8,pugettia gracilis; pugettia richii,1
Alegria,38,1,2001,5,26,1,3,4,1,littorina plena; littorina scutulata,6
Alegria,38,1,2001,5,26,1,3,30.5,8,acanthinucella spp,5
Alegria,38,1,2001,5,26,1,3,30.5,8,epitonium tinctum,3
Alegria,38,1,2001,5,26,1,3,30.5,8,pachygrapsus crassipes,3
Alegria,38,1,2001,5,26,1,3,30.5,8,pagurus hirsutiusculus,2
Alegria,38,1,2001,5,26,1,6,4,1,littorina plena; littorina scutulata,4
Alegria,38,1,2001,5,26,1,6,4,1,ocenebra circumtexta,1
Alegria,38,1,2001,5,26,1,6,4,1,tegula funebralis,1
Alegria,38,1,2001,5,26,1,6,9.7,4,littorina plena; littorina scutulata,12
Alegria,38,1,2001,5,26,1,6,9.7,4,nucella emarginata; nucella ostrina,12
Alegria,38,1,2001,5,26,1,6,9.7,4,pachygrapsus crassipes,12
Alegria,38,1,2001,5,26,1,6,9.7,4,tegula funebralis,16
Alegria,38,1,2001,5,26,1,6,32.2,8,acanthinucella spp,1
Alegria,38,1,2001,5,26,1,6,32.2,8,californiconus californicus,1
Alegria,38,1,2001,5,26,1,6,32.2,8,epitonium tinctum,2
Alegria,38,1,2001,5,26,1,6,32.2,8,ocenebra circumtexta,1
Alegria,38,1,2001,5,26,1,9,3,1,littorina plena; littorina scutulata,3
Alegria,38,1,2001,5,26,1,9,12.1,4,epitonium tinctum,3
Alegria,38,1,2001,5,26,1,9,12.1,4,littorina plena; littorina scutulata,1
Alegria,38,1,2001,5,26,1,9,12.1,4,nucella emarginata; nucella ostrina,5
Alegria,38,1,2001,5,26,1,9,12.1,4,pachygrapsus crassipes,16
Alegria,38,1,2001,5,26,1,9,12.1,4,tegula funebralis,10
Alegria,38,1,2001,5,26,1,9,30.3,8,acanthinucella spp,2
Alegria,38,1,2001,5,26,1,9,30.3,8,pachygrapsus crassipes,2
Alegria,38,1,2001,5,26,1,9,30.3,8,pagurus hirsutiusculus,5
Alegria,38,1,2001,5,26,1,9,30.3,8,pugettia producta,1
Alegria,38,1,2001,5,26,1,9,30.3,8,roperia poulsoni,1
Alegria,38,1,2001,5,26,1,12,1.2,1,littorina keenae,112
Alegria,38,1,2001,5,26,1,12,1.2,1,littorina plena; littorina scutulata,36
Alegria,38,1,2001,5,26,1,12,14.7,4,epitonium tinctum,12
Alegria,38,1,2001,5,26,1,12,14.7,4,nucella emarginata; nucella ostrina,8
Alegria,38,1,2001,5,26,1,12,14.7,4,pachygrapsus crassipes,24
Alegria,38,1,2001,5,26,1,12,14.7,4,tegula funebralis,48
Alegria,38,1,2001,5,26,1,12,32.8,8,acanthinucella spp,12
Alegria,38,1,2001,5,26,1,12,32.8,8,epitonium tinctum,2
Alegria,38,1,2001,5,26,1,12,32.8,8,ocenebra circumtexta,1
Alegria,38,1,2001,5,26,1,12,32.8,8,pachygrapsus crassipes,3
Alegria,38,1,2001,5,26,1,12,32.8,8,tegula funebralis,5
Alegria,38,1,2001,5,26,1,15,1.9,1,littorina keenae,196
Alegria,38,1,2001,5,26,1,15,1.9,1,littorina plena; littorina scutulata,44
Alegria,38,1,2001,5,26,1,15,19.3,4,acanthinucella spp,62
Alegria,38,1,2001,5,26,1,15,19.3,4,epitonium tinctum,12
Alegria,38,1,2001,5,26,1,15,19.3,4,littorina plena; littorina scutulata,4
Alegria,38,1,2001,5,26,1,15,19.3,4,nucella emarginata; nucella ostrina,12
Alegria,38,1,2001,5,26,1,15,19.3,4,pachygrapsus crassipes,32
Alegria,38,1,2001,5,26,1,15,19.3,4,pagurus samuelis,8
Alegria,38,1,2001,5,26,1,15,19.3,4,tegula funebralis,140
Alegria,38,1,2001,5,26,1,15,36.8,8,acanthinucella spp,1
Alegria,38,1,2001,5,26,1,15,36.8,8,epitonium tinctum,2
Alegria,38,1,2001,5,26,1,15,36.8,8,pachygrapsus crassipes,2
Alegria,38,1,2001,5,26,1,15,36.8,8,roperia poulsoni,1
Alegria,38,1,2001,5,26,1,18,8,1,littorina keenae,800
Alegria,38,1,2001,5,26,1,18,8,1,littorina plena; littorina scutulata,6
Alegria,38,1,2001,5,26,1,18,8,1,ocenebra circumtexta,1
Alegria,38,1,2001,5,26,1,18,19,4,acanthinucella spp,6
Alegria,38,1,2001,5,26,1,18,19,4,nucella emarginata; nucella ostrina,1
Alegria,38,1,2001,5,26,1,18,19,4,pachygrapsus crassipes,1
Alegria,38,1,2001,5,26,1,18,19,4,tegula funebralis,11
Alegria,38,1,2001,5,26,1,18,31.5,8,acanthinucella spp,5
Alegria,38,1,2001,5,26,1,18,31.5,8,pachygrapsus crassipes,5
Alegria,38,1,2001,5,26,1,18,31.5,8,pagurus hirsutiusculus,4
Alegria,38,1,2001,5,26,1,18,31.5,8,tegula funebralis,4
Alegria,38,1,2001,5,26,1,21,7.5,1,littorina keenae,120
Alegria,38,1,2001,5,26,1,21,7.5,1,littorina plena; littorina scutulata,9
Alegria,38,1,2001,5,26,1,21,7.5,1,tegula funebralis,2
Alegria,38,1,2001,5,26,1,21,15.5,4,littorina plena; littorina scutulata,11
Alegria,38,1,2001,5,26,1,21,15.5,4,nucella emarginata; nucella ostrina,5
Alegria,38,1,2001,5,26,1,21,15.5,4,pachygrapsus crassipes,3
Alegria,38,1,2001,5,26,1,21,15.5,4,tegula funebralis,20
Alegria,38,1,2001,5,26,1,21,32.5,8,alia spp,1
Alegria,38,1,2001,5,26,1,21,32.5,8,pagurus hirsutiusculus,3
Alegria,38,1,2001,5,26,1,24,8,1,acanthinucella spp,2
Alegria,38,1,2001,5,26,1,24,8,1,littorina keenae,320
Alegria,38,1,2001,5,26,1,24,8,1,tegula funebralis,6
Alegria,38,1,2001,5,26,1,24,18,4,acanthinucella spp,4
Alegria,38,1,2001,5,26,1,24,18,4,tegula funebralis,12
Alegria,38,1,2001,5,26,1,24,33,8,pagurus hirsutiusculus,1
Alegria,38,1,2001,5,26,1,24,33,8,pugettia producta,1
Alegria,38,1,2001,5,26,1,27,7.5,1,littorina plena; littorina scutulata,9
Alegria,38,1,2001,5,26,1,27,7.5,1,tegula funebralis,3
Alegria,38,1,2001,5,26,1,27,17,4,littorina keenae,1520
Alegria,38,1,2001,5,26,1,27,17,4,littorina plena; littorina scutulata,2
Alegria,38,1,2001,5,26,1,27,32.3,8,californiconus californicus,3
Alegria,38,1,2001,5,26,1,27,32.3,8,ocenebra circumtexta,1
Alegria,38,1,2001,5,26,1,27,32.3,8,pagurus hirsutiusculus,4
Alegria,38,1,2001,5,26,1,27,32.3,8,tegula funebralis,3
Alegria,38,1,2001,5,26,1,30,7,1,littorina keenae,300
Alegria,38,1,2001,5,26,1,30,7,1,littorina plena; littorina scutulata,26
Alegria,38,1,2001,5,26,1,30,7,1,nucella emarginata; nucella ostrina,1
Alegria,38,1,2001,5,26,1,30,7,1,tegula funebralis,1
Alegria,38,1,2001,5,26,1,30,17,4,acanthinucella spp,1
Alegria,38,1,2001,5,26,1,30,17,4,littorina keenae,2800
Alegria,38,1,2001,5,26,1,30,17,4,littorina plena; littorina scutulata,1
Alegria,38,1,2001,5,26,1,30,17,4,ocenebra circumtexta,1
Alegria,38,1,2001,5,26,1,30,17,4,pachygrapsus crassipes,3
Alegria,38,1,2001,5,26,1,30,32,8,pagurus hirsutiusculus,2
Alegria,38,2,2003,5,17,1,0,0.4,1,littorina keenae,6
Alegria,38,2,2003,5,17,1,0,0.4,1,littorina plena; littorina scutulata,4
Alegria,38,2,2003,5,17,1,0,37.5,8,californiconus californicus,1
Alegria,38,2,2003,5,17,1,0,37.5,8,lacuna spp,20
Alegria,38,2,2003,5,17,1,0,37.5,8,pagurus hirsutiusculus,1
Alegria,38,2,2003,5,17,1,0,37.5,8,pugettia producta,2
Alegria,38,2,2003,5,17,1,3,0.5,1,littorina keenae,4
Alegria,38,2,2003,5,17,1,3,0.5,1,pachygrapsus crassipes,2
Alegria,38,2,2003,5,17,1,3,18.8,4,acanthinucella spp,2
Alegria,38,2,2003,5,17,1,3,18.8,4,nucella emarginata; nucella ostrina,4
Alegria,38,2,2003,5,17,1,3,18.8,4,pachygrapsus crassipes,1
Alegria,38,2,2003,5,17,1,3,18.8,4,tegula funebralis,9
Alegria,38,2,2003,5,17,1,3,37.8,8,pagurus hirsutiusculus,1
Alegria,38,2,2003,5,17,1,3,37.8,8,pisaster ochraceus,1
Alegria,38,2,2003,5,17,1,6,0,1,littorina keenae,44
Alegria,38,2,2003,5,17,1,6,11.9,4,littorina plena; littorina scutulata,7
Alegria,38,2,2003,5,17,1,6,11.9,4,opalia funiculata,1
Alegria,38,2,2003,5,17,1,6,11.9,4,tegula funebralis,5
Alegria,38,2,2003,5,17,1,6,36.3,8,lacuna spp,6
Alegria,38,2,2003,5,17,1,6,36.3,8,pagurus hirsutiusculus,2
Alegria,38,2,2003,5,17,1,9,0.1,1,littorina plena; littorina scutulata,22
Alegria,38,2,2003,5,17,1,9,9.9,4,littorina plena; littorina scutulata,14
Alegria,38,2,2003,5,17,1,9,9.9,4,nucella emarginata; nucella ostrina,1
Alegria,38,2,2003,5,17,1,9,9.9,4,opalia funiculata,2
Alegria,38,2,2003,5,17,1,9,9.9,4,pachygrapsus crassipes,3
Alegria,38,2,2003,5,17,1,9,9.9,4,tegula funebralis,5
Alegria,38,2,2003,5,17,1,9,33.9,8,lacuna spp,15
Alegria,38,2,2003,5,17,1,12,0.3,1,littorina keenae,84
Alegria,38,2,2003,5,17,1,12,15.6,4,epitonium tinctum,1
Alegria,38,2,2003,5,17,1,12,15.6,4,littorina plena; littorina scutulata,6
Alegria,38,2,2003,5,17,1,12,15.6,4,opalia funiculata,2
Alegria,38,2,2003,5,17,1,12,15.6,4,tegula funebralis,2
Alegria,38,2,2003,5,17,1,15,1.4,1,littorina plena; littorina scutulata,33
Alegria,38,2,2003,5,17,1,15,8.6,4,acanthinucella spp,1
Alegria,38,2,2003,5,17,1,15,8.6,4,littorina plena; littorina scutulata,4
Alegria,38,2,2003,5,17,1,15,8.6,4,nucella emarginata; nucella ostrina,3
Alegria,38,2,2003,5,17,1,15,8.6,4,tegula funebralis,2
Alegria,38,2,2003,5,17,1,15,36.8,8,pachygrapsus crassipes,1
Alegria,38,2,2003,5,17,1,18,0,1,littorina keenae,110
Alegria,38,2,2003,5,17,1,18,10.3,4,littorina plena; littorina scutulata,3
Alegria,38,2,2003,5,17,1,18,10.3,4,nucella emarginata; nucella ostrina,3
Alegria,38,2,2003,5,17,1,18,10.3,4,opalia funiculata,1
Alegria,38,2,2003,5,17,1,18,10.3,4,tegula funebralis,2
Alegria,38,2,2003,5,17,1,18,35.2,8,pisaster ochraceus,2
Alegria,38,2,2003,5,17,1,21,1,1,littorina keenae,4
Alegria,38,2,2003,5,17,1,21,1,1,littorina plena; littorina scutulata,30
Alegria,38,2,2003,5,17,1,21,15.4,4,acanthinucella spp,1
Alegria,38,2,2003,5,17,1,21,15.4,4,littorina plena; littorina scutulata,4
Alegria,38,2,2003,5,17,1,21,15.4,4,nucella emarginata; nucella ostrina,1
